,place,latitude,longitude,net,depthError,depth,type,Territory
5820,"36 km NNW of Toyah, Texas",31.608,-103.975,tx,0.56499577877738,6.6254,earthquake,Texas
5821,"18 km SW of Ester, Alaska",64.7084,-148.2392,ak,0.7,17.3,earthquake,Alaska
5822,"19 km SSE of Tubajon, Philippines",10.1617,125.6071,us,7.01,117.804,earthquake,Philippines
5823,"64 km WNW of Tyonek, Alaska",61.276333333333,-152.24816666667,av,0.92,2.04,earthquake,Alaska
5824,"54 km SE of Pope-Vannoy Landing, Alaska",59.2439,-153.7483,ak,0.5,111.0,earthquake,Alaska
5825,"8 km NW of The Geysers, CA",38.822334289551,-122.83149719238,nc,2.47000003,5.1399998664856,earthquake,CA
5826,"108 km WSW of Constitución, Chile",-35.6951,-73.5244,us,8.713,19.723,earthquake,Chile
5827,"21 km W of Sitka, Alaska",57.068333333333,-135.67716666667,av,1.43,7.45,earthquake,Alaska
5828,"66 km WNW of Beluga, Alaska",61.304833333333,-152.2765,av,1.41,1.14,earthquake,Alaska
5829,"6 km W of Mammoth Lakes, CA",37.633,-119.04283333333,nc,0.38,-0.74,earthquake,CA
5830,"16 km ENE of Hebgen Lake Estates, Montana",44.801666666667,-110.9925,uu,0.73,9.06,earthquake,Montana
5831,"16 km ENE of Hebgen Lake Estates, Montana",44.799666666667,-110.99033333333,uu,0.64,9.37,earthquake,Montana
5832,"6 km W of Mammoth Lakes, CA",37.634666666667,-119.04283333333,nc,1.54,-0.3,earthquake,CA
5833,"10 km ENE of San Martin, CA",37.135166666667,-121.51583333333,nc,0.66,9.88,earthquake,CA
5834,"64 km SW of Nikolski, Alaska",52.5595,-169.57416666667,av,2.85,14.71,earthquake,Alaska
5835,"8 km NW of Prague, Oklahoma",35.54316667,-96.75,ok,0.3,5.11,earthquake,Oklahoma
5836,"8 km ESE of Julian, CA",33.051,-116.5226667,ci,0.61,16.25,earthquake,CA
5837,"6 km W of Mammoth Lakes, CA",37.631833333333,-119.04133333333,nc,0.69,-0.84,earthquake,CA
5838,"62 km ENE of Pedro Bay, Alaska",60.033333333333,-153.09583333333,av,1.88,0.84,earthquake,Alaska
5839,"2 km W of Dublin, CA",37.7005,-121.95283333333,nc,0.6,10.63,earthquake,CA
5840,"17 km S of Potala Pastillo, Puerto Rico",17.832833333333,-66.528833333333,pr,0.71,12.26,earthquake,Puerto Rico
5841,"7 km S of Salcha, Alaska",64.4585,-146.8847,ak,0.4,11.3,earthquake,Alaska
5842,"56 km S of Whites City, New Mexico",31.669,-104.368,tx,0.86493710588502,7.6379,earthquake,New Mexico
5843,"1 km  of The Geysers, CA",38.784332275391,-122.75949859619,nc,0.680000007,2.2699999809265,earthquake,CA
5844,"65 km ENE of Pedro Bay, Alaska",60.0535,-153.0604,ak,0.7,97.3,earthquake,Alaska
5845,"18 km NNE of Isabela, Puerto Rico",18.643166666667,-66.932,pr,1.0,17.9,earthquake,Puerto Rico
5846,"11 km E of Pāhala, Hawaii",19.192167282104,-155.37049865723,hv,0.730000019,31.069999694824,earthquake,Hawaii
5847,"5 km WNW of Mammoth Lakes, CA",37.6415,-119.03516666667,nc,0.34,-0.59,earthquake,CA
5848,"5 km WNW of Mammoth Lakes, CA",37.638333333333,-119.03616666667,nc,0.57,-0.79,earthquake,CA
5849,"5 km WNW of Mammoth Lakes, CA",37.640666666667,-119.03716666667,nc,0.3,-0.56,earthquake,CA
5850,"5 km WNW of Mammoth Lakes, CA",37.64,-119.03733333333,nc,0.2,-0.74,earthquake,CA
5851,"12 km SSW of Smith Valley, Nevada",38.6772,-119.3776,nn,3.2,9.3,earthquake,Nevada
5852,"6 km SSW of Volcano, Hawaii",19.39066696167,-155.25283813477,hv,0.209999993,1.3799999952316,earthquake,Hawaii
5853,"2 km WSW of Anderson Springs, CA",38.768501281738,-122.71183013916,nc,0.829999983,2.2200000286102,earthquake,CA
5854,"75 km ENE of Honomu, Hawaii",20.067833333333,-154.42233333333,hv,1.71,32.25,earthquake,Hawaii
5855,"6 km W of Mammoth Lakes, CA",37.630833333333,-119.042,nc,1.1,-0.67,earthquake,CA
5856,"3 km W of Lucien, Oklahoma",36.26966667,-97.49516667,ok,0.4,6.9,earthquake,Oklahoma
5857,"6 km W of Mammoth Lakes, CA",37.636,-119.04166666667,nc,0.47,-0.74,earthquake,CA
5858,"10 km WNW of Cobb, CA",38.841835021973,-122.83032989502,nc,0.409999996,1.0299999713898,earthquake,CA
5859,"6 km W of Mammoth Lakes, CA",37.634166666667,-119.04183333333,nc,0.24,-0.81,earthquake,CA
5860,"6 km W of Mammoth Lakes, CA",37.633166666667,-119.04216666667,nc,1.23,-0.63,earthquake,CA
5861,"33 km  of Alder Springs, CA",39.9385,-122.82083333333,nc,1.86,2.66,earthquake,CA
5862,"5 km W of Mammoth Lakes, CA",37.6355,-119.04066666667,nc,0.46,-0.65,earthquake,CA
5863,"17 km ESE of Anza, CA",33.474,-116.5238333,ci,0.36,11.93,earthquake,CA
5864,"26 km SE of Gakona, Alaska",62.1483,-144.9081,ak,0.6,25.2,earthquake,Alaska
5865,"6 km N of Simms, Montana",47.554,-111.92466666667,mb,1.0,15.75,earthquake,Montana
5866,"24 km SW of Ocotillo Wells, CA",33.0146667,-116.343,ci,0.4,10.47,earthquake,CA
5867,"67 km W of Tyonek, Alaska",61.022,-152.37783333333,av,1.91,10.85,earthquake,Alaska
5868,"9 km S of Idyllwild, CA",33.6571667,-116.7013333,ci,0.44,17.17,earthquake,CA
5869,"62 km WNW of Happy Valley, Alaska",60.0974,-152.8051,ak,0.7,116.4,earthquake,Alaska
5870,"3 km WSW of Anderson Springs, CA",38.760166168213,-122.71466827393,nc,0.25999999,1.7699999809265,earthquake,CA
5871,"66 km WNW of Beluga, Alaska",61.309333333333,-152.272,av,3.8,-0.81,earthquake,Alaska
5872,"14 km SW of Toms Place, CA",37.450333333333,-118.75016666667,nc,1.4,2.83,earthquake,CA
5873,"6 km WNW of Mammoth Lakes, CA",37.639333333333,-119.04433333333,nc,0.86,0.31,earthquake,CA
5874,"6 km NW of Stanley, Idaho",44.260166666667,-114.99,mb,1.31,1.99,earthquake,Idaho
5875,"7 km NNE of Pāhala, Hawaii",19.261167526245,-155.43899536133,hv,0.569999993,31.35000038147,earthquake,Hawaii
5876,"5 km WNW of Mammoth Lakes, CA",37.637333333333,-119.03516666667,nc,1.83,-0.16,earthquake,CA
5877,"5 km WNW of Mammoth Lakes, CA",37.639833333333,-119.04,nc,0.34,-0.59,earthquake,CA
5878,"28 km S of Malaga, New Mexico",31.972,-104.018,tx,0.59997489010692,7.7661,earthquake,New Mexico
5879,"14 km WNW of Anza, CA",33.5891667,-116.8135,ci,0.28,4.83,earthquake,CA
5880,"6 km W of Mammoth Lakes, CA",37.630833333333,-119.04183333333,nc,0.35,-1.36,earthquake,CA
5881,"9 km SSW of Idyllwild, CA",33.6596667,-116.741,ci,0.72,14.95,earthquake,CA
5882,"5 km W of Mammoth Lakes, CA",37.6345,-119.041,nc,0.34,-0.66,earthquake,CA
5883,"19 km NNE of Fishhook, Alaska",61.896,-149.0663,ak,0.3,6.3,earthquake,Alaska
5884,"6 km WNW of Mammoth Lakes, CA",37.639166666667,-119.045,nc,3.36,-2.64,earthquake,CA
5885,"6 km W of Mammoth Lakes, CA",37.6345,-119.042,nc,0.3,-0.71,earthquake,CA
5886,"84 km ESE of Maneadero, B.C., MX",31.5428333,-115.6981667,ci,0.7,10.75,earthquake,MX
5887,"6 km W of Mammoth Lakes, CA",37.6335,-119.04233333333,nc,0.66,-1.19,earthquake,CA
5888,"6 km W of Mammoth Lakes, CA",37.633,-119.044,nc,1.1,0.32,earthquake,CA
5889,"4 km SSW of Pāhala, Hawaii",19.16250038147,-155.49366760254,hv,0.779999971,32.70000076294,earthquake,Hawaii
5890,"1 km SSW of Healy, Alaska",63.8422,-148.9832,ak,1.2,24.4,earthquake,Alaska
5891,"5 km W of Mammoth Lakes, CA",37.633833333333,-119.04016666667,nc,1.82,-0.42,earthquake,CA
5892,"5 km W of Mammoth Lakes, CA",37.6305,-119.03216666667,nc,0.57,-1.09,earthquake,CA
5893,"48 km W of Ferndale, CA",40.498,-124.82066666667,nc,1.0,19.35,earthquake,CA
5894,"5 km W of Mammoth Lakes, CA",37.632833333333,-119.04,nc,1.63,-0.59,earthquake,CA
5895,"6 km W of Mammoth Lakes, CA",37.636,-119.0425,nc,0.24,-1.08,earthquake,CA
5896,"5 km W of Mammoth Lakes, CA",37.636333333333,-119.03933333333,nc,0.37,-0.44,earthquake,CA
5897,"6 km WNW of Mammoth Lakes, CA",37.639,-119.042,nc,0.43,-0.53,earthquake,CA
5898,"73 km WSW of Karluk, Alaska",57.3049,-155.5756,ak,1.6,93.4,earthquake,Alaska
5899,"5 km W of Mammoth Lakes, CA",37.634834289551,-119.04100036621,nc,0.730000019,-0.91000002622604,earthquake,CA
5900,"13 km ENE of Pāhala, Hawaii",19.264833450317,-155.36766052246,hv,0.50999999,30.040000915527,earthquake,Hawaii
5901,"5 km W of Mammoth Lakes, CA",37.631,-119.0375,nc,1.25,-2.04,earthquake,CA
5902,"8 km NNW of Rancho Cucamonga, CA",34.1905,-117.5993333,ci,0.45,6.23,earthquake,CA
5903,"9 km NE of Healdsburg, CA",38.6715,-122.80616666667,nc,0.31,6.56,earthquake,CA
5904,"5 km WNW of Mammoth Lakes, CA",37.643166666667,-119.03333333333,nc,0.39,-0.77,earthquake,CA
5905,"9 km NE of Healdsburg, CA",38.67,-122.80516666667,nc,0.38,7.65,earthquake,CA
5906,"5 km WNW of Mammoth Lakes, CA",37.641166666667,-119.03616666667,nc,0.26,-0.86,earthquake,CA
5907,"5 km W of Mammoth Lakes, CA",37.636,-119.04133333333,nc,0.55,-0.75,earthquake,CA
5908,"42 km ENE of Bacolod, Philippines",9.1146,126.6251,us,5.982,59.188,earthquake,Philippines
5909,"3 km WSW of Anderson Springs, CA",38.761165618896,-122.7148361206,nc,0.600000024,1.1900000572205,earthquake,CA
5910,"3 km WSW of Anderson Springs, CA",38.7595,-122.71516666667,nc,0.22,1.53,earthquake,CA
5911,"2 km NW of The Geysers, CA",38.787998199463,-122.77899932861,nc,2.68000007,10.819999694824,earthquake,CA
5912,"5 km W of Mammoth Lakes, CA",37.634333333333,-119.04116666667,nc,0.17,-0.84,earthquake,CA
5913,"5 km W of Mammoth Lakes, CA",37.635333333333,-119.04016666667,nc,0.24,-0.8,earthquake,CA
5914,"5 km W of Mammoth Lakes, CA",37.636,-119.0385,nc,0.12,-1.04,earthquake,CA
5915,"5 km W of Mammoth Lakes, CA",37.634666666667,-119.04083333333,nc,0.18,-0.93,earthquake,CA
5916,"3 km SW of Anderson Springs, CA",38.755001068115,-122.71366882324,nc,0.239999995,1.3500000238419,earthquake,CA
5917,"5 km WNW of Mammoth Lakes, CA",37.637166666667,-119.03933333333,nc,0.2,-0.89,earthquake,CA
5918,"5 km W of Mammoth Lakes, CA",37.636666666667,-119.04083333333,nc,0.41,-0.81,earthquake,CA
5919,"5 km WNW of Mammoth Lakes, CA",37.638,-119.04133333333,nc,0.46,-0.69,earthquake,CA
5920,"5 km W of Mammoth Lakes, CA",37.634666666667,-119.03983333333,nc,0.24,-0.96,earthquake,CA
5921,"6 km W of Mammoth Lakes, CA",37.634166666667,-119.04183333333,nc,0.22,-0.8,earthquake,CA
5922,"5 km W of Mammoth Lakes, CA",37.634333333333,-119.04,nc,0.33,-0.9,earthquake,CA
5923,"5 km W of Mammoth Lakes, CA",37.635166666667,-119.0395,nc,0.62,-0.9,earthquake,CA
5924,"5 km WNW of Mammoth Lakes, CA",37.637833333333,-119.0395,nc,0.28,-0.74,earthquake,CA
5925,"5 km W of Mammoth Lakes, CA",37.635,-119.04083333333,nc,0.22,-0.91,earthquake,CA
5926,"6 km W of Mammoth Lakes, CA",37.633,-119.04266666667,nc,0.19,-1.8,earthquake,CA
5927,"5 km W of Mammoth Lakes, CA",37.636166666667,-119.04033333333,nc,0.14,-1.14,earthquake,CA
5928,"6 km W of Mammoth Lakes, CA",37.633333333333,-119.0415,nc,0.19,-1.04,earthquake,CA
5929,"6 km W of Mammoth Lakes, CA",37.633833333333,-119.04133333333,nc,0.33,-0.86,earthquake,CA
5930,"5 km W of Mammoth Lakes, CA",37.633166666667,-119.04066666667,nc,1.61,-0.79,earthquake,CA
5931,"5 km W of Mammoth Lakes, CA",37.632,-119.0395,nc,0.85,-0.92,earthquake,CA
5932,"5 km WNW of Mammoth Lakes, CA",37.638333333333,-119.03916666667,nc,0.23,-0.57,earthquake,CA
5933,"6 km S of Volcano, Hawaii",19.384666442871,-155.23832702637,hv,0.200000003,1.210000038147,earthquake,Hawaii
5934,"4 km E of Alameda, CA",37.768,-122.20066666667,nc,0.28,8.78,earthquake,CA
5935,"23 km S of Petersville, Alaska",62.2887,-150.7281,ak,0.4,57.9,earthquake,Alaska
5936,"64 km S of Calama, Chile",-23.0384,-68.8795,us,3.897,107.497,earthquake,Chile
5937,"11 km W of Forsan, Texas",32.097,-101.483,tx,1.8602277026077,8.7646,earthquake,Texas
5938,"8 km NE of Moreno Valley, CA",33.9726667,-117.1681667,ci,0.46,13.43,earthquake,CA
5939,"102 km NNE of Punta Cana, Dominican Republic",19.4543,-68.0701,pr,25.48,70.0,earthquake,Dominican Republic
5940,"7 km NNW of The Geysers, CA",38.822498321533,-122.80850219727,nc,0.949999988,3.0599999427795,earthquake,CA
5941,"6 km S of Volcano, Hawaii",19.386167526245,-155.23649597168,hv,0.230000004,1.9299999475479,earthquake,Hawaii
5942,"10 km N of Borrego Springs, CA",33.3476667,-116.3596667,ci,0.39,13.16,earthquake,CA
5943,"5 km NW of Harding-Birch Lakes, Alaska",64.4078,-146.6787,ak,0.5,10.1,earthquake,Alaska
5944,"4 km SSE of Long Beach, CA",33.7701667,-118.1463333,ci,0.74,10.39,earthquake,CA
5945,"20 km NE of Nipomo, CA",35.1845,-120.3311667,ci,0.83,-0.39,earthquake,CA
5946,"5 km W of Mammoth Lakes, CA",37.6355,-119.041,nc,0.36,-1.01,earthquake,CA
5947,"6 km W of Mammoth Lakes, CA",37.6355,-119.042,nc,0.47,-0.97,earthquake,CA
5948,"6 km W of Mammoth Lakes, CA",37.635166666667,-119.04333333333,nc,0.23,-0.83,earthquake,CA
5949,"6 km W of Mammoth Lakes, CA",37.635833333333,-119.0415,nc,0.37,-0.77,earthquake,CA
5950,"88 km W of Adak, Alaska",51.866166666667,-177.92216666667,av,0.9,7.58,earthquake,Alaska
5951,"5 km W of Mammoth Lakes, CA",37.636666666667,-119.04116666667,nc,0.45,-1.17,earthquake,CA
5952,"4 km SSW of San Juan Bautista, CA",36.809166666667,-121.54566666667,nc,0.37,6.1,earthquake,CA
5953,"6 km S of Volcano, Hawaii",19.381332397461,-155.24200439453,hv,0.209999993,1.7400000095367,earthquake,Hawaii
5954,"5 km WNW of Mammoth Lakes, CA",37.638666666667,-119.03966666667,nc,0.4,-0.91,earthquake,CA
5955,"5 km WNW of Mammoth Lakes, CA",37.638666666667,-119.0375,nc,0.8,-1.1,earthquake,CA
5956,"5 km WNW of Mammoth Lakes, CA",37.638333333333,-119.039,nc,2.05,-1.04,earthquake,CA
5957,"5 km SW of Mojave, CA",35.0261667,-118.2161667,ci,0.74,3.54,earthquake,CA
5958,"69 km W of Salamatof, Alaska",60.545833333333,-152.577,av,0.66,12.71,earthquake,Alaska
5959,"5 km WNW of Mammoth Lakes, CA",37.641333333333,-119.03783333333,nc,1.73,-0.94,earthquake,CA
5960,"5 km WNW of Mammoth Lakes, CA",37.638,-119.039,nc,0.29,-1.09,earthquake,CA
5961,"12 km NNE of Trabuco Canyon, CA",33.7625,-117.527,ci,0.43,7.58,earthquake,CA
5962,"12 km NE of Pāhala, Hawaii",19.290500640869,-155.4075012207,hv,0.569999993,28.459999084473,earthquake,Hawaii
5963,"6 km WNW of Mammoth Lakes, CA",37.6385,-119.0425,nc,1.1,-0.14,earthquake,CA
5964,"6 km W of Mammoth Lakes, CA",37.635333333333,-119.04166666667,nc,0.22,-1.03,earthquake,CA
5965,"5 km W of Mammoth Lakes, CA",37.6355,-119.0395,nc,0.13,-1.04,earthquake,CA
5966,"5 km W of Mammoth Lakes, CA",37.635,-119.041,nc,0.32,-1.25,earthquake,CA
5967,"10 km NW of The Geysers, CA",38.824333190918,-122.86083221435,nc,5.01999998,7.2699999809265,earthquake,CA
5968,"27 km WNW of Susitna, Alaska",61.6044,-151.0069,ak,1.6,60.6,earthquake,Alaska
5969,"6 km S of Volcano, Hawaii",19.387166976929,-155.24499511719,hv,0.310000002,0.85000002384186,earthquake,Hawaii
5970,"5 km W of Mammoth Lakes, CA",37.636833333333,-119.04083333333,nc,1.28,-1.19,earthquake,CA
5971,"65 km NNE of Petersville, Alaska",63.0704,-150.4511,ak,1.0,108.0,earthquake,Alaska
5972,"5 km W of Mammoth Lakes, CA",37.636166666667,-119.04066666667,nc,0.55,-1.57,earthquake,CA
5973,"5 km W of Mammoth Lakes, CA",37.635333333333,-119.04116666667,nc,0.36,-1.1,earthquake,CA
5974,"56 km E of Big Pine, California",37.2325,-117.656,nn,4.6,10.8,earthquake,California
5975,"5 km W of Mammoth Lakes, CA",37.635333333333,-119.039,nc,0.32,-1.08,earthquake,CA
5976,"72 km E of Port Alsworth, Alaska",60.1498,-153.0192,ak,0.7,113.0,earthquake,Alaska
5977,"6 km WNW of Mammoth Lakes, CA",37.640166666667,-119.04566666667,nc,0.61,-1.31,earthquake,CA
5978,"4 km SE of Pinnacles, CA",36.509166666667,-121.1085,nc,1.54,6.19,earthquake,CA
5979,"73 km NE of Nikolski, Alaska",53.423166666667,-168.112,av,1.44,2.03,earthquake,Alaska
5980,"5 km WNW of Mammoth Lakes, CA",37.6395,-119.04083333333,nc,1.86,-0.85,earthquake,CA
5981,"6 km W of Mammoth Lakes, CA",37.6365,-119.043,nc,1.31,-1.08,earthquake,CA
5982,"5 km WNW of Mammoth Lakes, CA",37.637833333333,-119.03816666667,nc,0.3,-1.04,earthquake,CA
5983,"6 km SSE of Pāhala, Hawaii",19.148500442505,-155.46282958984,hv,0.680000007,31.120000839233,earthquake,Hawaii
5984,"6 km S of Volcano, Hawaii",19.381666183472,-155.23516845703,hv,0.270000011,2.0099999904633,earthquake,Hawaii
5985,"10 km E of Petrolia, CA",40.349166666667,-124.17266666667,nc,0.57,29.44,earthquake,CA
5986,"12 km NNE of Ocotillo Wells, CA",33.245,-116.0748333,ci,1.16,6.26,earthquake,CA
5987,"12 km NNE of Ocotillo Wells, CA",33.2431667,-116.0738333,ci,0.93,6.85,earthquake,CA
5988,"13 km ESE of Anza, CA",33.5143333,-116.546,ci,0.45,11.92,earthquake,CA
5989,"6 km NNW of The Geysers, CA",38.820331573486,-122.797996521,nc,1.87,3.5999999046326,earthquake,CA
5990,"12 km S of Soda Springs, California",39.2134,-120.3941,nn,0.0,0.0,earthquake,California
5991,"6 km W of Fuig, Puerto Rico",17.9865,-66.98,pr,0.78,9.61,earthquake,Puerto Rico
5992,"2 km S of Salcha, Alaska",64.4996,-146.895,ak,0.2,5.8,earthquake,Alaska
5993,"5 km WNW of Mammoth Lakes, CA",37.639166666667,-119.03866666667,nc,0.3,-1.39,earthquake,CA
5994,"66 km WNW of Beluga, Alaska",61.3016,-152.2769,ak,1.6,3.2,earthquake,Alaska
5995,"5 km NW of Fontana, CA",34.1355,-117.4893333,ci,0.24,2.81,earthquake,CA
5996,"5 km WNW of Mammoth Lakes, CA",37.6375,-119.03966666667,nc,0.43,-1.16,earthquake,CA
5997,"28 km SSW of Trapper Creek, Alaska",62.0921,-150.506,ak,0.7,30.0,earthquake,Alaska
5998,"5 km NW of Fontana, CA",34.1351667,-117.4948333,ci,0.22,2.93,earthquake,CA
5999,"17 km N of Balmorhea, Texas",31.138,-103.744,tx,1.8182757403779,5.5359,earthquake,Texas
6000,"14 km SSE of Volcano, Hawaii",19.331499099731,-155.17016601562,hv,0.469999999,0.8299999833107,earthquake,Hawaii
6001,"36 km SSW of Cantwell, Alaska",63.1127,-149.3351,ak,0.9,86.6,earthquake,Alaska
6002,"85 km NW of Karluk, Alaska",58.166333333333,-155.34816666667,av,3.21,-1.56,earthquake,Alaska
6003,"9 km N of Cobb, CA",38.900833129883,-122.74166870117,nc,1.15999997,4.0500001907349,earthquake,CA
6004,"25 km SW of Ocotillo Wells, CA",32.9795,-116.3126667,ci,0.55,9.74,earthquake,CA
6005,"23 km NNW of Susitna, Alaska",61.7393,-150.6697,ak,0.4,31.2,earthquake,Alaska
6006,"6 km WNW of Mammoth Lakes, CA",37.638666666667,-119.04166666667,nc,1.08,-2.1,earthquake,CA
6007,"5 km WNW of Mammoth Lakes, CA",37.637333333333,-119.04016666667,nc,2.87,-2.83,earthquake,CA
6008,"1 km N of The Geysers, CA",38.784000396729,-122.75650024414,nc,1.66999996,3.3199999332428,earthquake,CA
6009,"6 km SSE of Pāhala, Hawaii",19.146999359131,-155.46217346191,hv,0.479999989,31.840000152588,earthquake,Hawaii
6010,"30 km NW of Stanley, Idaho",44.411166666667,-115.20183333333,mb,1.86,3.18,earthquake,Idaho
6011,"8 km NW of Prague, Oklahoma",35.532,-96.763,ok,0.2,6.1,earthquake,Oklahoma
6012,"4 km NNW of Jobos, Puerto Rico",17.990833333333,-66.173833333333,pr,1.17,9.74,earthquake,Puerto Rico
6013,"42 km W of Hakui, Japan",36.8976,136.3065,us,1.868,10.0,earthquake,Japan
6014,"61 km S of Whites City, New Mexico",31.617,-104.352,tx,1.118904860306,7.2278,earthquake,New Mexico
6015,"61 km SE of Pedro Bay, Alaska",59.357333333333,-153.43566666667,av,0.24,-0.6,earthquake,Alaska
6016,"38 km ENE of Hachinohe, Japan",40.6229,141.9279,us,7.104,68.644,earthquake,Japan
6017,"25 km NNW of Willow, Alaska",61.9457,-150.2714,ak,0.4,19.6,earthquake,Alaska
6018,"48 km WNW of Ninilchik, Alaska",60.1795,-152.5026,ak,4.5,59.4,earthquake,Alaska
6019,"11 km ENE of Ridgecrest, CA",35.6481667,-117.5636667,ci,0.37,4.9,earthquake,CA
6020,"33 km NNE of Petersville, Alaska",62.7661,-150.4995,ak,0.6,79.1,earthquake,Alaska
6021,"22 km SW of Lamont, CA",35.1153333,-119.0835,ci,0.95,11.6,earthquake,CA
6022,"6 km WNW of Cobb, CA",38.836334228516,-122.79399871826,nc,1.33000004,2.0499999523163,earthquake,CA
6023,"6 km S of Volcano, Hawaii",19.386,-155.24366666667,hv,0.18,1.76,earthquake,Hawaii
6024,"15 km NNE of Hermleigh, Texas",32.753,-100.677,tx,1.9102764955314,6.6162,earthquake,Texas
6025,"13 km NW of The Geysers, CA",38.840999603271,-122.87699890137,nc,0.449999988,2.4400000572205,earthquake,CA
6026,"7 km NW of Hizan, Turkey",38.2637,42.3504,us,1.984,10.0,earthquake,Turkey
6027,"51 km SW of Cantwell, Alaska",63.0689,-149.6878,ak,0.8,80.1,earthquake,Alaska
6028,"5 km SSE of Salcha, Alaska",64.4726,-146.8767,ak,0.3,0.0,earthquake,Alaska
6029,"6 km SSE of Salcha, Alaska",64.4691,-146.8726,ak,0.3,10.8,earthquake,Alaska
6030,"16 km NNE of Balmorhea, Texas",31.129,-103.693,tx,1.702543568389,4.9463,earthquake,Texas
6031,"12 km N of Hizan, Turkey",38.3386,42.3942,us,1.934,10.0,earthquake,Turkey
6032,"12 km ENE of Coachella, CA",33.7325,-116.0566667,ci,0.38,2.46,earthquake,CA
6033,"11 km NE of Pāhala, Hawaii",19.260166168213,-155.38949584961,hv,0.550000012,28.889999389648,earthquake,Hawaii
6034,"27 km ENE of Beluga, Alaska",61.2251,-150.6116,ak,0.3,17.2,earthquake,Alaska
6035,"43 km NW of Hakui, Japan",37.1279,136.4009,us,1.912,10.0,earthquake,Japan
6036,"19 km ESE of Anza, CA",33.4938333,-116.4801667,ci,0.48,12.85,earthquake,CA
6037,"2 km NW of The Geysers, CA",38.787166595459,-122.76933288574,nc,0.569999993,2.0899999141693,earthquake,CA
6038,"4 km NNW of The Geysers, CA",38.810665130615,-122.77783203125,nc,0.730000019,0.34000000357628,earthquake,CA
6039,"16 km ENE of Hebgen Lake Estates, Montana",44.798333333333,-110.9905,uu,0.55,9.12,earthquake,Montana
6040,"26 km NE of Beluga, Alaska",61.2996,-150.7266,ak,1.6,55.2,earthquake,Alaska
6041,"6 km S of Volcano, Hawaii",19.383499145508,-155.24499511719,hv,0.25,1.8899999856949,earthquake,Hawaii
